timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-09-01T00:00:00.000Z";"2024-09-30T23:59:59.999Z";"2024-09-27T14:24:00.000Z";"2024-09-07T10:56:00.000Z";"2781";0.00733887592553;0.00827641930972;0.00673017476403;0.00769696788151;2780.24;0;"2024-09-30T23:59:59.999Z"
"2024-08-01T00:00:00.000Z";"2024-08-31T23:59:59.999Z";"2024-08-01T00:41:00.000Z";"2024-08-07T19:35:00.000Z";"2781";0.00878836436993;0.00878836436993;0.00657926844377;0.00733887592553;9548;0;"2024-08-31T23:59:59.999Z"
"2024-07-01T00:00:00.000Z";"2024-07-31T23:59:59.999Z";"2024-07-01T07:10:00.000Z";"2024-07-08T00:49:00.000Z";"2781";0.00942665827601;0.00957201658081;0.00758946948937;0.00878836436993;3248.5;0;"2024-07-31T23:59:59.999Z"
"2024-06-01T00:00:00.000Z";"2024-06-30T23:59:59.999Z";"2024-06-06T13:42:00.000Z";"2024-06-28T17:46:00.000Z";"2781";0.0107137842;0.0123411252;0.00931663674662;0.00942665827601;4646.08;0;"2024-06-30T23:59:59.999Z"
"2024-05-01T00:00:00.000Z";"2024-05-31T23:59:59.999Z";"2024-05-04T12:10:00.000Z";"2024-05-31T19:38:00.000Z";"2781";0.0114950299;0.0119947272;0.0106121556;0.0107137842;6198.37;0;"2024-05-31T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-30T23:59:59.999Z";"2024-04-12T10:41:00.000Z";"2024-04-17T15:56:00.000Z";"2781";0.0132213049;0.013745447;0.0113046506;0.0114950299;11697.81;0;"2024-04-30T23:59:59.999Z"
"2024-03-01T00:00:00.000Z";"2024-03-31T23:59:59.999Z";"2024-03-14T00:12:00.000Z";"2024-03-01T00:00:00.000Z";"2781";0.00509552428854;0.0205068145;0.00509552428854;0.0132213049;122659.83;0;"2024-03-31T23:59:59.999Z"
"2024-02-01T00:00:00.000Z";"2024-02-29T23:59:59.999Z";"2024-02-27T06:53:00.000Z";"2024-02-04T04:13:00.000Z";"2781";0.00492533150956;0.00577741747752;0.0046319890953;0.00509552428854;6804.26;0;"2024-02-29T23:59:59.999Z"
"2024-01-01T00:00:00.000Z";"2024-01-31T23:59:59.999Z";"2024-01-03T11:33:00.000Z";"2024-01-24T18:51:00.000Z";"2781";0.00807777362206;0.00837411077873;0.0046803272538;0.00492533150956;18842.86;0;"2024-01-31T23:59:59.999Z"
"2023-12-01T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-28T11:59:00.000Z";"2023-12-03T17:48:00.000Z";"2781";0.00616847537606;0.00870476298974;0.00612713288394;0.00807777362206;3987.55;0;"2023-12-31T23:59:59.999Z"
"2023-11-01T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-16T08:05:00.000Z";"2023-11-01T14:58:00.000Z";"2781";0.00562842359852;0.00749611839462;0.0055167939847;0.00616781965544;12034.92;0;"2023-11-30T23:59:59.999Z"
"2023-10-01T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-24T12:53:00.000Z";"2023-10-04T05:26:00.000Z";"2781";0.00455333061583;0.00601622474896;0.00413451356623;0.0056286921953;13811.39;0;"2023-10-31T23:59:59.999Z"
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-26T08:16:00.000Z";"2023-09-27T01:52:00.000Z";"2781";0.00473177624305;0.00495325257568;0.00415556688425;0.00455333061583;10408.7;0;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-29T14:47:00.000Z";"2023-08-22T16:24:00.000Z";"2781";0.00481993267369;0.00508939631538;0.00429126541973;0.00473161828681;3482.25;0;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-03T19:39:00.000Z";"2023-07-31T20:49:00.000Z";"2781";0.00546340916741;0.00579943218096;0.00481422388213;0.00482236465669;4614.88;0;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-01T00:30:00.000Z";"2023-06-30T13:50:00.000Z";"2781";0.00793644060108;0.0079527275641;0.00528504379195;0.00546340916741;5703.74;0;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-06T21:36:00.000Z";"2023-05-12T19:29:00.000Z";"2781";0.0100151083;0.0103718664;0.00769150403281;0.00793726882511;40460.43;0;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-26T12:38:00.000Z";"2023-04-03T21:03:00.000Z";"2781";0.010249811;0.0112911736;0.00822320731809;0.0100189279;18404.22;0;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-18T06:03:00.000Z";"2023-03-11T15:47:00.000Z";"2781";0.00868643773089;0.0135546041;0.00851563945378;0.0102954309;25960.31;0;"2023-03-31T23:59:59.999Z"
